Teams,Seasons,Players,Nationality,Position,Matches,Goals,Assists,Seasons Ratings
Liverpool,2017/2018,Trent Alexander-Arnold,England,Defender (Full-back),33,3,2,6.9
Liverpool,2016/2017,Trent Alexander-Arnold,England,Defender (Full-back),12,0,1,6.8
Liverpool,2023/2024,Joseph Gomez,England,Defender (Centre-back),51,0,3,7
Liverpool,2022/2023,Joseph Gomez,England,Defender (Centre-back),31,0,1,6.9
Liverpool,2021/2022,Joseph Gomez,England,Defender (Centre-back),21,0,1,7.1
Liverpool,2020/2021,Joseph Gomez,England,Defender (Centre-back),12,0,1,6.8
Liverpool,2019/2020,Joseph Gomez,England,Defender (Centre-back),43,0,0,6.9
Liverpool,2018/2019,Joseph Gomez,England,Defender (Centre-back),25,0,0,6.8
Liverpool,2017/2018,Joseph Gomez,England,Defender (Centre-back),31,0,2,7.1
Liverpool,2016/2017,Joseph Gomez,England,Defender (Centre-back),3,0,0,7.1
Man United,2023/2024,Harry Maguire,England,Defender (Centre-back),31,4,2,7.2
Man United,2022/2023,Harry Maguire,England,Defender (Centre-back),31,0,0,6.9
Man United,2021/2022,Harry Maguire,England,Defender (Centre-back),37,2,0,6.9
Man United,2020/2021,Harry Maguire,England,Defender (Centre-back),52,2,1,7
Man United,2019/2020,Harry Maguire,England,Defender (Centre-back),55,3,2,7.1
Leicester,2018/2019,Harry Maguire,England,Defender (Centre-back),32,3,0,7.1
Leicester,2017/2018,Harry Maguire,England,Defender (Centre-back),44,2,4,7.2
Hull,2016/2017,Harry Maguire,England,Defender (Centre-back),36,3,2,7.3
Man City,2023/2024,Kyle Walker,England,Defender (Full-back),47,0,5,7.3
Man City,2022/2023,Kyle Walker,England,Defender (Full-back),39,0,1,7.1
Man City,2021/2022,Kyle Walker,England,Defender (Full-back),31,1,2,7.2
Man City,2020/2021,Kyle Walker,England,Defender (Full-back),42,2,1,7.1
Man City,2019/2020,Kyle Walker,England,Defender (Full-back),42,1,6,7
Man City,2018/2019,Kyle Walker,England,Defender (Full-back),52,2,1,7.1
Man City,2017/2018,Kyle Walker,England,Defender (Full-back),48,0,7,7.2
Tottenham,2016/2017,Kyle Walker,England,Defender (Full-back),39,0,5,7.5
Athletic Club,2023/2024,Inaki Williams,Spain,Forward (Winger),39,14,5,7.3
Athletic Club,2022/2023,Inaki Williams,Spain,Forward (Winger),42,11,5,7
Athletic Club,2021/2022,Inaki Williams,Spain,Forward (Winger),44,8,5,6.9
Athletic Club,2020/2021,Inaki Williams,Spain,Forward (Winger),46,8,7,6.6
Athletic Club,2019/2020,Inaki Williams,Spain,Forward (Winger),46,9,3,6.4
Athletic Club,2018/2019,Inaki Williams,Spain,Forward (Winger),41,15,4,6.9
Athletic Club,2017/2018,Inaki Williams,Spain,Forward (Winger),52,10,6,6.6
Athletic Club,2016/2017,Inaki Williams,Spain,Forward (Winger),49,8,6,6.6
Barcelona,2023/2024,Ferran Torres,Spain,Forward (Winger),42,11,3,6.8
Barcelona,2022/2023,Ferran Torres,Spain,Forward (Winger),45,7,3,6.8
Man City,2021/2022,Ferran Torres,Spain,Forward (Winger),26,7,6,7.2
Man City,2020/2021,Ferran Torres,Spain,Forward (Winger),36,13,3,6.8
Valencia,2019/2020,Ferran Torres,Spain,Forward (Winger),44,6,8,6.8
Valencia,2018/2019,Ferran Torres,Spain,Forward (Winger),37,3,2,6.5
Valencia,2017/2018,Ferran Torres,Spain,Forward (Winger),16,0,2,6.3
Real Madrid,2023/2024,Jude Bellingham,England,Midfielder,42,23,13,8
Dortmund,2022/2023,Jude Bellingham,England,Midfielder,42,14,6,7.7
Dortmund,2021/2022,Jude Bellingham,England,Midfielder,44,6,13,7.5
Dortmund,2020/2021,Jude Bellingham,England,Midfielder,46,4,4,6.9
Birmingham,2019/2020,Jude Bellingham,England,Midfielder,44,4,2,6.6
Man United,2023/2024,Marcus Rashford,England,Forward (Winger),43,8,5,7
Man United,2022/2023,Marcus Rashford,England,Forward (Winger),56,30,9,7.4
Man United,2021/2022,Marcus Rashford,England,Forward (Winger),32,5,2,6.5
Man United,2020/2021,Marcus Rashford,England,Forward (Winger),57,21,12,7.2
Man United,2019/2020,Marcus Rashford,England,Forward (Winger),44,22,8,7.3
Man United,2018/2019,Marcus Rashford,England,Forward (Winger),47,13,7,6.9
Man United,2017/2018,Marcus Rashford,England,Forward (Winger),52,13,8,6.8
Man United,2016/2017,Marcus Rashford,England,Forward (Winger),53,11,4,6.8
Arsenal,2023/2024,Bukayo Saka,England,Forward (Winger),47,20,14,7.9
Arsenal,2022/2023,Bukayo Saka,England,Forward (Winger),48,15,11,7.5
Arsenal,2021/2022,Bukayo Saka,England,Forward (Winger),43,12,7,7.3
Arsenal,2020/2021,Bukayo Saka,England,Forward (Winger),46,7,7,7
Arsenal,2019/2020,Bukayo Saka,England,Forward (Winger),38,4,12,6.9
Arsenal,2018/2019,Bukayo Saka,England,Forward (Winger),4,0,0,7.6
Barcelona,2023/2024,Frenkie de Jong,Netherlands,Midfielder,30,2,0,7.5
Barcelona,2022/2023,Frenkie de Jong,Netherlands,Midfielder,43,2,4,7.4
Barcelona,2021/2022,Frenkie de Jong,Netherlands,Midfielder,47,4,5,7.4
Barcelona,2020/2021,Frenkie de Jong,Netherlands,Midfielder,51,7,7,7.5
Barcelona,2019/2020,Frenkie de Jong,Netherlands,Midfielder,42,2,3,7
Ajax,2018/2019,Frenkie de Jong,Netherlands,Midfielder,52,3,3,7.5
Ajax,2017/2018,Frenkie de Jong,Netherlands,Midfielder,26,1,7,7.8
Ajax,2016/2017,Frenkie de Jong,Netherlands,Midfielder,11,1,0,6.2
Liverpool,2023/2024,Alexis Mac Allister,Argentina,Midfielder,46,7,7,7.5
Brighton,2022/2023,Alexis Mac Allister,Argentina,Midfielder,40,12,3,7.5
Brighton,2021/2022,Alexis Mac Allister,Argentina,Midfielder,36,5,4,7.2
Brighton,2020/2021,Alexis Mac Allister,Argentina,Midfielder,27,3,2,6.5
Brighton,2019/2020,Alexis Mac Allister,Argentina,Midfielder,9,0,0,6
Boca Juniors,2018/2019,Alexis Mac Allister,Argentina,Midfielder,20,2,4,6.7
Man United,2023/2024,Casemiro,Brazil,Midfielder (Defensive),32,5,3,7.2
Man United,2022/2023,Casemiro,Brazil,Midfielder (Defensive),51,7,6,7.6
Real Madrid,2021/2022,Casemiro,Brazil,Midfielder (Defensive),48,1,3,7.6
Real Madrid,2020/2021,Casemiro,Brazil,Midfielder (Defensive),46,7,5,7.4
Real Madrid,2019/2020,Casemiro,Brazil,Midfielder (Defensive),46,5,5,7.3
Real Madrid,2018/2019,Casemiro,Brazil,Midfielder (Defensive),43,4,0,7.1
Real Madrid,2017/2018,Casemiro,Brazil,Midfielder (Defensive),48,7,3,7.4
Real Madrid,2016/2017,Casemiro,Brazil,Midfielder (Defensive),42,6,3,7.4
Real Madrid,2015/2016,Casemiro,Brazil,Midfielder (Defensive),35,1,3,8.1
Real Madrid,2014/2015,Casemiro,Brazil,Midfielder (Defensive),40,4,1,6.1
Man United,2023/2024,Alejandro Garnacho,Argentina,Forward (Winger),50,10,5,7.1
Man United,2022/2023,Alejandro Garnacho,Argentina,Forward (Winger),34,5,4,6.7
Man United,2021/2022,Alejandro Garnacho,Argentina,Forward (Winger),2,0,0,5.8
Dortmund,2023/2024,Jadon Sancho,England,Forward (Winger),21,3,2,7.4
Man United,2022/2023,Jadon Sancho,England,Forward (Winger),41,7,3,7.1
Man United,2021/2022,Jadon Sancho,England,Forward (Winger),38,5,3,7
Dortmund,2020/2021,Jadon Sancho,England,Forward (Winger),38,16,18,7.8
Dortmund,2019/2020,Jadon Sancho,England,Forward (Winger),44,20,19,7.6
Dortmund,2018/2019,Jadon Sancho,England,Forward (Winger),43,13,16,7.5
Dortmund,2017/2018,Jadon Sancho,England,Forward (Winger),12,1,4,6.9
Liverpool,2023/2024,Cody Gakpo,Netherlands,Forward (Winger),53,16,6,7.1
Liverpool,2022/2023,Cody Gakpo,Netherlands,Forward (Winger),26,7,2,7
PSV Eindhoven,2021/2022,Cody Gakpo,Netherlands,Forward (Winger),47,21,15,7.9
PSV Eindhoven,2020/2021,Cody Gakpo,Netherlands,Forward (Winger),29,11,4,7.4
PSV Eindhoven,2019/2020,Cody Gakpo,Netherlands,Forward (Winger),39,8,8,6.8
PSV Eindhoven,2018/2019,Cody Gakpo,Netherlands,Forward (Winger),19,2,6,6.7
Liverpool,2023/2024,Diogo Jota,Portugal,Forward (Winger),32,15,4,7.3
Liverpool,2022/2023,Diogo Jota,Portugal,Forward (Winger),28,7,8,7
Liverpool,2021/2022,Diogo Jota,Portugal,Forward (Winger),55,21,6,7.2
Liverpool,2020/2021,Diogo Jota,Portugal,Forward (Winger),30,13,1,7.1
Wolves,2019/2020,Diogo Jota,Portugal,Forward (Winger),48,16,1,6.7
Wolves,2018/2019,Diogo Jota,Portugal,Forward (Winger),37,10,7,6.8
Wolves,2017/2018,Diogo Jota,Portugal,Forward (Winger),46,18,5,7.2
FC Porto,2016/2017,Diogo Jota,Portugal,Forward (Winger),37,9,5,6.1
Barcelona,2023/2024,Jules Kounde,France,Defender (Centre-back),48,2,4,7.2
Barcelona,2022/2023,Jules Kounde,France,Defender (Centre-back),40,1,6,7.3
Sevilla,2021/2022,Jules Kounde,France,Defender (Centre-back),44,3,1,7.3
Sevilla,2020/2021,Jules Kounde,France,Defender (Centre-back),49,4,1,7.1
Sevilla,2019/2020,Jules Kounde,France,Defender (Centre-back),40,2,1,6.9
Bordeaux,2018/2019,Jules Kounde,France,Defender (Centre-back),51,2,1,6.7
Bordeaux,2017/2018,Jules Kounde,France,Defender (Centre-back),19,2,0,6.9
Celta Vigo,2023/2024,Iago Aspas,Spain,Forward (Attacker),36,9,10,7.5
Celta Vigo,2022/2023,Iago Aspas,Spain,Forward (Attacker),39,12,3,7.2
Celta Vigo,2021/2022,Iago Aspas,Spain,Forward (Attacker),38,18,6,7.3
Celta Vigo,2020/2021,Iago Aspas,Spain,Forward (Attacker),34,14,15,7.5
Celta Vigo,2019/2020,Iago Aspas,Spain,Forward (Attacker),38,14,3,7.1
Celta Vigo,2018/2019,Iago Aspas,Spain,Forward (Attacker),29,21,6,7.6
Celta Vigo,2017/2018,Iago Aspas,Spain,Forward (Attacker),37,23,5,7.7
Celta Vigo,2016/2017,Iago Aspas,Spain,Forward (Attacker),49,26,6,7.3
Real Betis,2023/2024,Hector Bellerin,Spain,Defender (Full-back),30,0,1,6.6
Sporting CP,2022/2023,Hector Bellerin,Spain,Defender (Full-back),13,1,0,6.7
Barcelona,2021/2022,Hector Bellerin,Spain,Defender (Full-back),7,0,0,7
Real Betis,2020/2021,Hector Bellerin,Spain,Defender (Full-back),32,0,5,7.1
Arsenal,2019/2020,Hector Bellerin,Spain,Defender (Full-back),23,1,1,6.6
Arsenal,2018/2019,Hector Bellerin,Spain,Defender (Full-back),19,0,5,6.7
Arsenal,2017/2018,Hector Bellerin,Spain,Defender (Full-back),47,3,5,6.9
Arsenal,2016/2017,Hector Bellerin,Spain,Defender (Full-back),42,1,5,7
Villarreal,2023/2024,Gerard Moreno,Spain,Forward (Attacker),38,11,8,7.3
Villarreal,2022/2023,Gerard Moreno,Spain,Forward (Attacker),29,11,6,7.2
Villarreal,2021/2022,Gerard Moreno,Spain,Forward (Attacker),27,13,7,7.3
Villarreal,2020/2021,Gerard Moreno,Spain,Forward (Attacker),46,30,10,7.6
Villarreal,2019/2020,Gerard Moreno,Spain,Forward (Attacker),37,20,5,7.3
Villarreal,2018/2019,Gerard Moreno,Spain,Forward (Attacker),49,13,3,6.8
Espanyol,2017/2018,Gerard Moreno,Spain,Forward (Attacker),44,19,2,7.1
Espanyol,2016/2017,Gerard Moreno,Spain,Forward (Attacker),38,13,4,7
Real Madrid,2023/2024,David Alaba,Austria,Defender (Full-back),17,0,2,7
Real Madrid,2022/2023,David Alaba,Austria,Defender (Full-back),39,2,3,7
Real Madrid,2021/2022,David Alaba,Austria,Defender (Full-back),46,3,4,7.1
Bayern Munchen,2020/2021,David Alaba,Austria,Defender (Full-back),45,2,4,7
Bayern Munchen,2019/2020,David Alaba,Austria,Defender (Full-back),42,2,2,6.9
Bayern Munchen,2018/2019,David Alaba,Austria,Defender (Full-back),43,3,7,7.1
Bayern Munchen,2017/2018,David Alaba,Austria,Defender (Full-back),36,2,4,7
Bayern Munchen,2016/2017,David Alaba,Austria,Defender (Full-back),47,5,6,7.2
Real Madrid,2023/2024,Lucas Vazquez,Spain,Defender (Full-back),38,3,7,7.3
Real Madrid,2022/2023,Lucas Vazquez,Spain,Defender (Full-back),30,4,2,7.2
Real Madrid,2021/2022,Lucas Vazquez,Spain,Defender (Full-back),41,3,0,7.2
Real Madrid,2020/2021,Lucas Vazquez,Spain,Defender (Full-back),34,2,7,7.4
Real Madrid,2019/2020,Lucas Vazquez,Spain,Defender (Full-back),23,3,1,6.6
Real Madrid,2018/2019,Lucas Vazquez,Spain,Defender (Full-back),47,5,4,6.7
Real Madrid,2017/2018,Lucas Vazquez,Spain,Defender (Full-back),53,8,12,7
Real Madrid,2016/2017,Lucas Vazquez,Spain,Defender (Full-back),50,4,11,7
Real Madrid,2015/2016,Lucas Vazquez,Spain,Defender (Full-back),33,4,8,7.1
Barcelona,2023/2024,Pedri,Spain,Midfielder,34,4,5,7.3
Barcelona,2022/2023,Pedri,Spain,Midfielder,35,7,1,7.4
Barcelona,2021/2022,Pedri,Spain,Midfielder,22,5,1,7.5
Barcelona,2020/2021,Pedri,Spain,Midfielder,52,4,6,7
Las Palmas,2019/2020,Pedri,Spain,Midfielder,37,4,6,6.8
Man City,2023/2024,John Stones,England,Defender (Centre-back),28,1,2,6.9
Man City,2022/2023,John Stones,England,Defender (Centre-back),34,3,3,7.1
Man City,2021/2022,John Stones,England,Defender (Centre-back),27,2,0,7.2
Man City,2020/2021,John Stones,England,Defender (Centre-back),35,5,0,7.2
Man City,2019/2020,John Stones,England,Defender (Centre-back),24,0,1,6.7
Man City,2018/2019,John Stones,England,Defender (Centre-back),39,0,1,7.1
Man City,2017/2018,John Stones,England,Defender (Centre-back),29,3,0,7.1
Man City,2016/2017,John Stones,England,Defender (Centre-back),41,2,0,7
Everton,2015/2016,John Stones,England,Defender (Centre-back),41,0,0,6.9
Man City,2023/2024,Mateo Kovacic,Croatia,Midfielder,46,3,1,7.1
Chelsea,2022/2023,Mateo Kovacic,Croatia,Midfielder,37,2,2,6.9
Chelsea,2021/2022,Mateo Kovacic,Croatia,Midfielder,44,2,6,7.2
Chelsea,2020/2021,Mateo Kovacic,Croatia,Midfielder,42,0,2,7.1
Chelsea,2019/2020,Mateo Kovacic,Croatia,Midfielder,47,2,3,7.3
Chelsea,2018/2019,Mateo Kovacic,Croatia,Midfielder,51,0,2,7.1
Real Madrid,2017/2018,Mateo Kovacic,Croatia,Midfielder,36,0,2,6.9
Real Madrid,2016/2017,Mateo Kovacic,Croatia,Midfielder,39,2,3,7.3
Real Madrid,2015/2016,Mateo Kovacic,Croatia,Midfielder,34,1,2,7.3
Leicester,2023/2024,Jamie Vardy,England,Forward (Striker),37,20,2,7.1
Leicester,2022/2023,Jamie Vardy,England,Forward (Striker),42,6,5,6.5
Leicester,2021/2022,Jamie Vardy,England,Forward (Striker),33,17,2,6.9
Leicester,2020/2021,Jamie Vardy,England,Forward (Striker),42,17,9,7.1
Leicester,2019/2020,Jamie Vardy,England,Forward (Striker),40,23,7,7.2
Leicester,2018/2019,Jamie Vardy,England,Forward (Striker),36,18,4,6.9
Leicester,2017/2018,Jamie Vardy,England,Forward (Striker),42,23,1,7
Leicester,2016/2017,Jamie Vardy,England,Forward (Striker),48,16,5,6.8
Man United,2023/2024,Luke Shaw,England,Defender (Full-back),15,0,1,6.9
Man United,2022/2023,Luke Shaw,England,Defender (Full-back),47,1,6,7.2
Man United,2021/2022,Luke Shaw,England,Defender (Full-back),27,0,5,7
Man United,2020/2021,Luke Shaw,England,Defender (Full-back),47,1,6,7.1
Man United,2019/2020,Luke Shaw,England,Defender (Full-back),33,1,2,7.2
Man United,2018/2019,Luke Shaw,England,Defender (Full-back),40,1,5,7
Man United,2017/2018,Luke Shaw,England,Defender (Full-back),19,0,0,7.1
Man United,2016/2017,Luke Shaw,England,Defender (Full-back),19,0,1,7.3
Man United,2023/2024,Bruno Fernandes,Portugal,Midfielder,48,15,13,7.9
Man United,2022/2023,Bruno Fernandes,Portugal,Midfielder,59,14,13,7.8
Man United,2021/2022,Bruno Fernandes,Portugal,Midfielder,46,10,13,7.5
Man United,2020/2021,Bruno Fernandes,Portugal,Midfielder,58,28,18,7.6
Man United,2019/2020,Bruno Fernandes,Portugal,Midfielder,22,12,8,8
Sporting CP,2018/2019,Bruno Fernandes,Portugal,Midfielder,52,31,15,7.8
Sporting CP,2017/2018,Bruno Fernandes,Portugal,Midfielder,56,16,14,7.6
Sampdoria,2016/2017,Bruno Fernandes,Portugal,Midfielder,35,5,3,6.6
Man United,2023/2024,Mason Mount,England,Midfielder,20,1,1,6.5
Chelsea,2022/2023,Mason Mount,England,Midfielder,35,3,3,6.9
Chelsea,2021/2022,Mason Mount,England,Midfielder,53,13,16,7.4
Chelsea,2020/2021,Mason Mount,England,Midfielder,54,9,8,7.3
Chelsea,2019/2020,Mason Mount,England,Midfielder,53,8,5,7
Derby,2018/2019,Mason Mount,England,Midfielder,44,11,5,6.9
Vitesse,2017/2018,Mason Mount,England,Midfielder,39,14,10,7.6
Man United,2023/2024,Antony,Brazil,Forward (Winger),38,3,2,6.9
Man United,2022/2023,Antony,Brazil,Forward (Winger),44,8,3,7.3
Ajax,2021/2022,Antony,Brazil,Forward (Winger),33,12,10,7.8
Ajax,2020/2021,Antony,Brazil,Forward (Winger),46,11,9,7.1
Man City,2023/2024,Josko Gvardiol,Croatia,Defender (Centre-back),42,5,2,7.5
RB Leipzig,2022/2023,Josko Gvardiol,Croatia,Defender (Centre-back),41,3,0,7.1
RB Leipzig,2021/2022,Josko Gvardiol,Croatia,Defender (Centre-back),46,2,3,7.3
Dinamo Zagreb,2020/2021,Josko Gvardiol,Croatia,Defender (Centre-back),40,3,2,7.2
West Ham,2023/2024,Kalvin Phillips,England,Midfielder (Defensive),10,0,0,6.1
Man City,2022/2023,Kalvin Phillips,England,Midfielder (Defensive),21,0,0,6.7
Leeds,2021/2022,Kalvin Phillips,England,Midfielder (Defensive),23,1,1,7.1
Leeds,2020/2021,Kalvin Phillips,England,Midfielder (Defensive),23,1,1,7.1
Leeds,2019/2020,Kalvin Phillips,England,Midfielder (Defensive),30,1,2,7
Leeds,2018/2019,Kalvin Phillips,England,Midfielder (Defensive),40,2,2,7.1
Leeds,2017/2018,Kalvin Phillips,England,Midfielder (Defensive),46,1,3,6.9
Leeds,2016/2017,Kalvin Phillips,England,Midfielder (Defensive),40,1,2,6.5
Man City,2023/2024,Rodri,Spain,Midfielder (Defensive),50,9,13,8.1
Man City,2022/2023,Rodri,Spain,Midfielder (Defensive),56,4,7,7.7
Man City,2021/2022,Rodri,Spain,Midfielder (Defensive),46,7,2,7.9
Man City,2020/2021,Rodri,Spain,Midfielder (Defensive),53,2,5,7.4
Man City,2019/2020,Rodri,Spain,Midfielder (Defensive),52,4,2,7.1
Atletico Madrid,2018/2019,Rodri,Spain,Midfielder (Defensive),47,3,1,7.2
Villarreal,2017/2018,Rodri,Spain,Midfielder (Defensive),47,1,4,7.2
Villarreal,2016/2017,Rodri,Spain,Midfielder (Defensive),31,1,2,7.1
Man City,2023/2024,Jack Grealish,England,Forward (Winger),36,3,3,7.1
Man City,2022/2023,Jack Grealish,England,Forward (Winger),50,5,11,7.4
Man City,2021/2022,Jack Grealish,England,Forward (Winger),39,6,4,7.5
Aston Villa,2020/2021,Jack Grealish,England,Forward (Winger),27,7,10,7.7
Aston Villa,2019/2020,Jack Grealish,England,Forward (Winger),41,10,8,7.3
Aston Villa,2018/2019,Jack Grealish,England,Forward (Winger),35,6,7,7.6
Aston Villa,2017/2018,Jack Grealish,England,Forward (Winger),31,3,6,7.5
Aston Villa,2016/2017,Jack Grealish,England,Forward (Winger),33,5,2,6.7
Man City,2023/2024,Julian Alvarez,Argentina,Forward (Striker),54,19,13,7.4
Man City,2022/2023,Julian Alvarez,Argentina,Forward (Striker),49,17,4,6.9
River Plate,2021/2022,Julian Alvarez,Argentina,Forward (Striker),26,18,6,7.8
River Plate,2020/2021,Julian Alvarez,Argentina,Forward (Striker),46,24,14,7.7
River Plate,2019/2020,Julian Alvarez,Argentina,Forward (Striker),24,8,3,6.6
River Plate,2018/2019,Julian Alvarez,Argentina,Forward (Striker),18,3,2,6
River Plate,2017/2018,Julian Alvarez,Argentina,Forward (Striker),8,1,2,6.1
Man City,2023/2024,Phil Foden,England,Forward (Winger),53,27,12,7.8
Man City,2022/2023,Phil Foden,England,Forward (Winger),48,15,7,7.3
Man City,2021/2022,Phil Foden,England,Forward (Winger),45,14,11,7.3
Man City,2020/2021,Phil Foden,England,Forward (Winger),50,16,10,7.5
Man City,2019/2020,Phil Foden,England,Forward (Winger),38,8,9,7.2
Man City,2018/2019,Phil Foden,England,Forward (Winger),26,7,2,7.1
Man City,2017/2018,Phil Foden,England,Forward (Winger),10,0,1,6.8
Man City,2023/2024,Jeremy Doku,Belgium,Forward (Winger),43,6,9,7.3
Rennes,2022/2023,Jeremy Doku,Belgium,Forward (Winger),35,7,4,7.2
Rennes,2021/2022,Jeremy Doku,Belgium,Forward (Winger),18,2,2,6.9
Anderlecht,2020/2021,Jeremy Doku,Belgium,Forward (Winger),7,2,3,7.6
Anderlecht,2019/2020,Jeremy Doku,Belgium,Forward (Winger),24,4,4,6.8
Anderlecht,2018/2019,Jeremy Doku,Belgium,Forward (Winger),6,0,0,5.9
Tottenham,2023/2024,Timo Werner,Germany,Forward (Striker),14,2,3,7
RB Leipzig,2022/2023,Timo Werner,Germany,Forward (Striker),40,16,5,7.1
Chelsea,2021/2022,Timo Werner,Germany,Forward (Striker),37,11,6,6.9
Chelsea,2020/2021,Timo Werner,Germany,Forward (Striker),52,12,11,7
RB Leipzig,2019/2020,Timo Werner,Germany,Forward (Striker),45,34,12,7.7
RB Leipzig,2018/2019,Timo Werner,Germany,Forward (Striker),37,19,8,7.1
RB Leipzig,2017/2018,Timo Werner,Germany,Forward (Striker),45,21,9,7.1
RB Leipzig,2016/2017,Timo Werner,Germany,Forward (Striker),32,21,5,7.5
Tottenham,2023/2024,Richarlison,Brazil,Forward (Winger),31,12,4,7
Tottenham,2022/2023,Richarlison,Brazil,Forward (Winger),35,3,3,6.7
Everton,2021/2022,Richarlison,Brazil,Forward (Winger),33,11,5,7
Everton,2020/2021,Richarlison,Brazil,Forward (Winger),40,13,3,6.9
Everton,2019/2020,Richarlison,Brazil,Forward (Winger),41,15,4,6.9
Everton,2018/2019,Richarlison,Brazil,Forward (Winger),38,14,1,6.6
Watford,2017/2018,Richarlison,Brazil,Forward (Winger),41,5,4,6.6
Fluminense,2016/2017,Richarlison,Brazil,Forward (Winger),36,15,2,6.8
Juventus,2023/2024,Alex Sandro,Brazil,Defender (Full-back),18,1,0,7
Juventus,2022/2023,Alex Sandro,Brazil,Defender (Full-back),37,0,3,7.1
Juventus,2021/2022,Alex Sandro,Brazil,Defender (Full-back),40,2,1,7
Juventus,2020/2021,Alex Sandro,Brazil,Defender (Full-back),34,2,2,7.2
Juventus,2019/2020,Alex Sandro,Brazil,Defender (Full-back),41,1,4,7.1
Juventus,2018/2019,Alex Sandro,Brazil,Defender (Full-back),43,1,2,7.2
Juventus,2017/2018,Alex Sandro,Brazil,Defender (Full-back),39,4,5,7.4
Juventus,2016/2017,Alex Sandro,Brazil,Defender (Full-back),43,3,7,7.5
Juventus,2023/2024,Danilo,Brazil,Defender (Full-back),34,1,3,7.5
Juventus,2022/2023,Danilo,Brazil,Defender (Full-back),54,3,3,7.4
Juventus,2021/2022,Danilo,Brazil,Defender (Full-back),31,2,2,7.3
Juventus,2020/2021,Danilo,Brazil,Defender (Full-back),46,1,4,7.3
Juventus,2019/2020,Danilo,Brazil,Defender (Full-back),32,2,0,6.8
Man City,2018/2019,Danilo,Brazil,Defender (Full-back),22,1,1,7.3
Man City,2017/2018,Danilo,Brazil,Defender (Full-back),38,3,3,7.3
Real Madrid,2016/2017,Danilo,Brazil,Defender (Full-back),25,1,3,7.5
Real Madrid,2015/2016,Danilo,Brazil,Defender (Full-back),31,2,6,7.3
FC Porto,2014/2015,Danilo,Brazil,Defender (Full-back),40,7,1,8.3
Fiorentina,2023/2024,Arthur,Brazil,Midfielder,48,2,3,7
Liverpool,2022/2023,Arthur,Brazil,Midfielder,1,0,0,6.1
Juventus,2021/2022,Arthur,Brazil,Midfielder,31,0,1,7
Juventus,2020/2021,Arthur,Brazil,Midfielder,32,1,0,6.8
Barcelona,2019/2020,Arthur,Brazil,Midfielder,28,4,4,7.2
Barcelona,2018/2019,Arthur,Brazil,Midfielder,44,0,2,6.8
Gremio,2017/2018,Arthur,Brazil,Midfielder,18,4,2,7.8
Gremio,2016/2017,Arthur,Brazil,Midfielder,50,2,1,7.2
Juventus,2023/2024,Federico Chiesa,Italy,Forward (Winger),37,10,2,7.1
Juventus,2022/2023,Federico Chiesa,Italy,Forward (Winger),33,4,6,6.7
Juventus,2021/2022,Federico Chiesa,Italy,Forward (Winger),18,4,2,7.2
Juventus,2020/2021,Federico Chiesa,Italy,Forward (Winger),43,14,10,7.4
Fiorentina,2019/2020,Federico Chiesa,Italy,Forward (Winger),37,11,6,6.9
Fiorentina,2018/2019,Federico Chiesa,Italy,Forward (Winger),41,12,5,6.8
Fiorentina,2017/2018,Federico Chiesa,Italy,Forward (Winger),38,6,5,7.1
Fiorentina,2016/2017,Federico Chiesa,Italy,Forward (Winger),34,4,2,6.6
Inter,2023/2024,Alexis Sanchez,Chile,Forward (Winger),33,4,5,6.8
Marseille,2022/2023,Alexis Sanchez,Chile,Forward (Winger),44,18,3,7.1
Inter,2021/2022,Alexis Sanchez,Chile,Forward (Winger),39,9,4,6.8
Inter,2020/2021,Alexis Sanchez,Chile,Forward (Winger),38,7,5,6.8
Inter,2019/2020,Alexis Sanchez,Chile,Forward (Winger),32,4,9,7
Man United,2018/2019,Alexis Sanchez,Chile,Forward (Winger),27,2,4,6.6
Man United,2017/2018,Alexis Sanchez,Chile,Forward (Winger),18,3,5,7.4
Arsenal,2016/2017,Alexis Sanchez,Chile,Forward (Winger),51,30,15,7.8
Inter,2023/2024,Juan Cuadrado,Colombia,Forward (Winger),12,0,2,6.5
Juventus,2022/2023,Juan Cuadrado,Colombia,Forward (Winger),47,2,4,7.2
Juventus,2021/2022,Juan Cuadrado,Colombia,Forward (Winger),45,5,5,7.4
Juventus,2020/2021,Juan Cuadrado,Colombia,Forward (Winger),40,2,17,7.6
Juventus,2019/2020,Juan Cuadrado,Colombia,Forward (Winger),45,3,6,7.3
Juventus,2018/2019,Juan Cuadrado,Colombia,Forward (Winger),23,1,4,7.1
Juventus,2017/2018,Juan Cuadrado,Colombia,Forward (Winger),29,5,8,7.5
Juventus,2016/2017,Juan Cuadrado,Colombia,Forward (Winger),45,3,9,7.2
Marseille,2023/2024,Joaquin Correa,Argentina,Forward (Winger),19,0,0,6.4
Inter,2022/2023,Joaquin Correa,Argentina,Forward (Winger),41,4,3,6.5
Inter,2021/2022,Joaquin Correa,Argentina,Forward (Winger),36,6,2,6.7
Lazio,2020/2021,Joaquin Correa,Argentina,Forward (Winger),38,11,5,7.1
Lazio,2019/2020,Joaquin Correa,Argentina,Forward (Winger),35,10,3,7.2
Lazio,2018/2019,Joaquin Correa,Argentina,Forward (Winger),44,9,7,7
Sevilla,2017/2018,Joaquin Correa,Argentina,Forward (Winger),39,7,6,7
